"matched_taxon_name","Kingdom","Phylum","Class","Subclass","Infraclass","Subterclass","Superorder","Order","Superfamily","Family","Genus","Species","Subfamily","Tribe","Subphylum","Suborder","Superclass","Subgenus","Infraorder","Parvorder","Subspecies","Section","Subsection","Flokkun","id","N","Artal","skipting","stod","Nu","gamalt","A","worms","Nfm","Major Group","Family code","Species code","Taxon name","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","A7C",2,2017,4,"A7",8,"Eteone longa","130616",130616,67,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B8C",5,2014,4,"B8",20,"Eteone longa","130616",130616,167,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B5C",13,2014,1,"B5",13,"Eteone longa","130616",130616,108,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B0C",5,2013,1,"B0",5,"Eteone longa ath","130616",130616,42,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3A",2,2013,1,"E3",2,"Eteone longa ath","130616",130616,17,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E4B",3,2014,1,"E4",3,"Eteone longa","130616",130616,25,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E4B",1,2017,1,"E4",1,"Eteone longa","130616",130616,8,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","C4A",3,2017,4,"C4",12,"Eteone longa","130616",130616,100,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3C",1,2015,1,"E3",1,"Eteone longa","130616",130616,8,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3C",6,2014,4,"E3",24,"Eteone longa","130616",130616,200,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B8B",1,2013,8,"B8",8,"Eteone longa ath","130616",130616,67,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B5B",1,2015,1,"B5",1,"Eteone longa","130616",130616,8,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E4C",4,2015,4,"E4",16,"Eteone longa","130616",130616,133,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","B0A",3,2014,1,"B0",3,"Eteone longa","130616",130616,25,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3C",2,2015,4,"E3",8,"Eteone longa","130616",130616,67,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","A7B",1,2014,4,"A7",4,"Eteone longa","130616",130616,33,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3C",1,2016,1,"E3",1,"Eteone longa","130616",130616,8,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3A",1,2015,1,"E3",1,"Eteone longa","130616",130616,8,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E4A",4,2016,4,"E4",16,"Eteone longa","130616",130616,133,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E4B",3,2017,4,"E4",12,"Eteone longa","130616",130616,100,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Eteone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Phyllodocidae","Eteone","Eteone longa","Eteoninae","","","Phyllodociformia","","","","","","","","Eteone longa","E3A",1,2013,8,"E3",8,"Eteone longa ath","130616",130616,67,"POER","0214","0310","Eteone spp.","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac"
"Euchone","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Sabellida","","Sabellidae","Euchone","","Myxicolinae","Myxicolini","","","","","","","","","","Euchone","E4C",2,2015,4,"E4",8,"Euchone sp.","129528",129528,67,"POSE","0300","0709","Euchone sp.","EP","S","T","Om","pom/phy","Su","EP-Su"
"Euchone","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Sabellida","","Sabellidae","Euchone","","Myxicolinae","Myxicolini","","","","","","","","","","Euchone","E3C",1,2017,4,"E3",4,"Euchone sp.","129528",129528,33,"POSE","0300","0709","Euchone sp.","EP","S","T","Om","pom/phy","Su","EP-Su"
"Euchone","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Sabellida","","Sabellidae","Euchone","","Myxicolinae","Myxicolini","","","","","","","","","","Euchone","B5B",1,2014,1,"B5",1,"Euchone sp.","129528",129528,8,"POSE","0300","0709","Euchone sp.","EP","S","T","Om","pom/phy","Su","EP-Su"
"Eunoe","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Eunoe","Eunoe nodosa","Polynoinae","","","Aphroditiformia","","","","","","","","Eunoe nodosa","C4A",10,2013,1,"C4",10,"Eunoe nodosa","130745",130745,83,"POER","0220","0410","Eunoe sp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Eunoe","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Eunoe","Eunoe nodosa","Polynoinae","","","Aphroditiformia","","","","","","","","Eunoe nodosa","E4C",1,2016,4,"E4",4,"Eunoe nodosa","130745",130745,33,"POER","0220","0410","Eunoe sp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Eunoe","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Eunoe","Eunoe nodosa","Polynoinae","","","Aphroditiformia","","","","","","","","Eunoe nodosa","B0B",2,2013,1,"B0",2,"Eunoe nodosa","130745",130745,17,"POER","0220","0410","Eunoe sp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Eunoe","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Eunoe","Eunoe nodosa","Polynoinae","","","Aphroditiformia","","","","","","","","Eunoe nodosa","E3A",6,2013,1,"E3",6,"Eunoe nodosa","130745",130745,50,"POER","0220","0410","Eunoe sp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Eunoe","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Eunoe","Eunoe nodosa","Polynoinae","","","Aphroditiformia","","","","","","","","Eunoe nodosa","E4B",2,2016,4,"E4",8,"Eunoe nodosa","130745",130745,67,"POER","0220","0410","Eunoe sp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Eupolymnia","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Eupolymnia","Eupolymnia nesidensis","Terebellinae","Procleini","","Terebelliformia","","","","","","","","Eupolymnia nesidensis","U1C",4,2013,1,"U1",4,"Eupolymnia nesidensis","131490",131490,33,"POSE","0314","0725","Eupolymniaspp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Eupolymnia","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Eupolymnia","Eupolymnia nesidensis","Terebellinae","Procleini","","Terebelliformia","","","","","","","","Eupolymnia nesidensis","U1B",2,2013,1,"U1",2,"Eupolymnia nesidensis","131490",131490,17,"POSE","0314","0725","Eupolymniaspp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Eupolymnia","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Terebellidae","Eupolymnia","Eupolymnia nesidensis","Terebellinae","Procleini","","Terebelliformia","","","","","","","","Eupolymnia nesidensis","U1A",10,2013,1,"U1",10,"Eupolymnia nesidensis","131490",131490,83,"POSE","0314","0725","Eupolymniaspp.","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Exogone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone hebes","Exogoninae","","","Nereidiformia","","","","","","","","Exogone hebes","U2B",2,2013,8,"U2",16,"Exogone hebes","238310",238310,133,"POER","0228","0470","Exogone sp.","SR","M","F","He","dia","Gr","SR-He-mic"
"Exogone","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone hebes","Exogoninae","","","Nereidiformia","","","","","","","","Exogone hebes","U2A",1,2013,8,"U2",8,"Exogone hebes","238310",238310,67,"POER","0228","0470","Exogone sp.","SR","M","F","He","dia","Gr","SR-He-mic"
"Exogone verugera","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone verugera","Exogoninae","","","Nereidiformia","","","","","","","","Exogone verugera","U2A",6,2013,1,"U2",6,"Exogone verrugera","333456",333456,50,"POER","0228","0469","Exogone verugera","SR","M","F","He","dia","Gr","SR-He-mic"
"Exogone verugera","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone verugera","Exogoninae","","","Nereidiformia","","","","","","","","Exogone verugera","U1A",3,2013,1,"U1",3,"Exogone verrugera","333456",333456,25,"POER","0228","0469","Exogone verugera","SR","M","F","He","dia","Gr","SR-He-mic"
"Exogone verugera","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone verugera","Exogoninae","","","Nereidiformia","","","","","","","","Exogone verugera","U2C",1,2013,8,"U2",8,"Exogone verrugera","333456",333456,67,"POER","0228","0469","Exogone verugera","SR","M","F","He","dia","Gr","SR-He-mic"
"Exogone verugera","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Syllidae","Exogone","Exogone verugera","Exogoninae","","","Nereidiformia","","","","","","","","Exogone verugera","U2A",1,2013,8,"U2",8,"Exogone verrugera","333456",333456,67,"POER","0228","0469","Exogone verugera","SR","M","F","He","dia","Gr","SR-He-mic"
"Flabelligera affinis","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Flabelligeridae","Flabelligera","Flabelligera affinis","","","","Cirratuliformia","","","","","","","","Flabelligera affinis","U1C",1,2013,1,"U1",1,"Flabelligera affinis???","130103",130103,8,"POSE","0260","0736","Flabelligera affinis","SR","D","F","Om","sed/pom/mic/dia","De","SR-De"
"Flabelligera affinis","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Flabelligeridae","Flabelligera","Flabelligera affinis","","","","Cirratuliformia","","","","","","","","Flabelligera affinis","E3B",1,2017,4,"E3",4,"Flabelligera affinis","130103",130103,33,"POSE","0260","0736","Flabelligera affinis","SR","D","F","Om","sed/pom/mic/dia","De","SR-De"
"Flabelligera affinis","Animalia","Annelida","Polychaeta","Sedentaria","Canalipalpata","","","Terebellida","","Flabelligeridae","Flabelligera","Flabelligera affinis","","","","Cirratuliformia","","","","","","","","Flabelligera affinis","E3C",1,2015,1,"E3",1,"Flabelligera affinis","130103",130103,8,"POSE","0260","0736","Flabelligera affinis","SR","D","F","Om","sed/pom/mic/dia","De","SR-De"
"Galathowenia oculata","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Galathowenia","Galathowenia oculata","","","","","","","","","","","","Galathowenia oculata","E4B",1,2015,1,"E4",1,"Galathowenia oculata","146950",146950,8,"POSE","0274","0720","Galathowenia oculata","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Galathowenia oculata","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Galathowenia","Galathowenia oculata","","","","","","","","","","","","Galathowenia oculata","C4B",1,2015,1,"C4",1,"Galathowenia oculata","146950",146950,8,"POSE","0274","0720","Galathowenia oculata","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Galathowenia oculata","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Galathowenia","Galathowenia oculata","","","","","","","","","","","","Galathowenia oculata","U2A",2,2013,1,"U2",2,"Galathowenia oculata","146950",146950,17,"POSE","0274","0720","Galathowenia oculata","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Galathowenia oculata","Animalia","Annelida","Polychaeta","Polychaeta incertae sedis","","","","","","Oweniidae","Galathowenia","Galathowenia oculata","","","","","","","","","","","","Galathowenia oculata","E4A",1,2017,4,"E4",4,"Galathowenia oculata","146950",146950,33,"POSE","0274","0720","Galathowenia oculata","SR","D","T","Om","sed/pom/mic/dia","De","SR-De"
"Gammaridae","Animalia","Arthropoda","Malacostraca","Eumalacostraca","","","Peracarida","Amphipoda","Gammaroidea","Gammaridae","Gammarus","","","","Crustacea","Senticaudata","Multicrustacea","","Gammarida","Gammaridira","","","","Gammarus","B0C",3,2014,1,"B0",3,"Gammarus sp.","101537",101537,25,"CRAM","0800","0800","Gammaridae indet.","SR","M","F","Om","mac/alg","Dt/Br","SR-Om-mac"
"Gattyana","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Gattyana","Gattyana cirrhosa","Polynoinae","","","Aphroditiformia","","","","","","","","Gattyana cirrhosa","U1B",1,2013,1,"U1",1,"Gattyana cirrosa","130749",130749,8,"POER","0220","0482","Gattyana spp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Gattyana","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Gattyana","Gattyana cirrhosa","Polynoinae","","","Aphroditiformia","","","","","","","","Gattyana cirrhosa","E3A",1,2016,4,"E3",4,"Gattyana cirrhosa","130749",130749,33,"POER","0220","0482","Gattyana spp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Gattyana","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Gattyana","Gattyana cirrhosa","Polynoinae","","","Aphroditiformia","","","","","","","","Gattyana cirrhosa","U1A",3,2013,1,"U1",3,"Gattyana cirrosa","130749",130749,25,"POER","0220","0482","Gattyana spp.","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Glycera","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Glyceridae","Glycera","Glycera capitata","","","","Glyceriformia","","","","","","","","Glycera capitata","E3A",1,2015,1,"E3",1,"Glycera capitata","130118",130118,8,"POER","0180","0510","Glycera sp.","SS","M","F","Ca","mac","Pr","SS-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3B",3,2015,4,"E3",12,"Harmothoe sp","129491",129491,100,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3A",21,2014,4,"E3",84,"Harmothoe sp","129491",129491,700,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3A",2,2017,1,"E3",2,"Harmothoe sp","129491",129491,17,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","U2C",3,2013,1,"U2",3,"Harmothoe sp","129491",129491,25,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3C",6,2014,4,"E3",24,"Harmothoe sp","129491",129491,200,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3B",9,2013,1,"E3",9,"Harmothoe sp","129491",129491,75,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E4B",1,2015,4,"E4",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3C",2,2017,4,"E3",8,"Harmothoe sp","129491",129491,67,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4B",1,2013,8,"C4",8,"Harmothoe sp","129491",129491,67,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3B",5,2013,2,"E3",10,"Harmothoe sp","129491",129491,83,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E4A",1,2017,4,"E4",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E3B",2,2017,4,"E3",8,"Harmothoe sp","129491",129491,67,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E4B",3,2017,4,"E4",12,"Harmothoe sp","129491",129491,100,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4A",1,2017,4,"C4",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","U2B",2,2013,1,"U2",2,"Harmothoe sp","129491",129491,17,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4C",3,2014,4,"C4",12,"Harmothoe sp","129491",129491,100,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","A7B",1,2017,4,"A7",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E4B",3,2014,1,"E4",3,"Harmothoe sp","129491",129491,25,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4A",1,2015,4,"C4",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","B0A",7,2013,8,"B0",56,"Harmothoe sp","129491",129491,467,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4C",1,2013,8,"C4",8,"Harmothoe sp","129491",129491,67,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","E4C",1,2015,4,"E4",4,"Harmothoe sp","129491",129491,33,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4C",6,2013,1,"C4",6,"Harmothoe sp","129491",129491,50,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","Harmothoe extenuata","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","C4B",2,2013,1,"C4",2,"Harmothoe extenuata","130762",130762,17,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","U2C",5,2013,8,"U2",40,"Harmothoe sp","129491",129491,333,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
"Harmothoe extenuata","Animalia","Annelida","Polychaeta","Errantia","","","","Phyllodocida","","Polynoidae","Harmothoe","","Polynoinae","","","Aphroditiformia","","","","","","","","Harmothoe extenuata","B0C",16,2014,1,"B0",16,"Harmothoe sp","129491",129491,133,"POER","0220","0560","Harmothoe extenuata","SR","M","F","Ca","mac","Pr","SR-Pr-mac"
